無料<div class="hint">no charge; free</div>,むりょう,no charge; free,お <ruby>飲<rt>の</rt></ruby>み <ruby>物<rt>もの</rt></ruby>は <ruby>無料<rt>むりょう</rt></ruby>でございます。,Beverages are free of charge.,noun
支える<div class="hint">support; sustain</div>,ささえる,support; sustain,<ruby>父親<rt>ちちおや</rt></ruby>には <ruby>一家<rt>いっか</rt></ruby>を <ruby>支<rt>ささ</rt></ruby>える <ruby>責任<rt>せきにん</rt></ruby>がある。,Fathers have a responsibility to support their families.,verb
支出<div class="hint">expense; spending</div>,ししゅつ,expense; spending,<ruby>今月<rt>こんげつ</rt></ruby>のわが <ruby>家<rt>や</rt></ruby>の <ruby>支出<rt>ししゅつ</rt></ruby>は１５ <ruby>万<rt>まん</rt></ruby> <ruby>円<rt>えん</rt></ruby>です。,Our household expenses are 150;000 yen this month.,verbal noun
支店<div class="hint">branch (office)</div>,してん,branch (office),<ruby>彼<rt>かれ</rt></ruby>は <ruby>支店<rt>してん</rt></ruby>に <ruby>転勤<rt>てんきん</rt></ruby>したよ。,He was transferred to one of the branch offices.,noun
デザイン<div class="hint">design</div>,でざいん,design,この <ruby>服<rt>ふく</rt></ruby>のデザインは <ruby>素敵<rt>すてき</rt></ruby>ですね。,The design of this garment is wonderful.,verbal noun
支払い<div class="hint">payment</div>,しはらい,payment,お <ruby>支払<rt>しはら</rt></ruby>いはカードもお <ruby>使<rt>つか</rt></ruby>いいただけます。,You can also pay by credit card.,verbal noun
支払う<div class="hint">pay</div>,しはらう,pay,カウンターで <ruby>料金<rt>りょうきん</rt></ruby>を <ruby>支払<rt>しはら</rt></ruby>った。,I paid the fee at the counter.,verb
言い返す<div class="hint">talk back</div>,いいかえす,talk back,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>負<rt>ま</rt></ruby>けずに <ruby>言<rt>い</rt></ruby>い <ruby>返<rt>かえ</rt></ruby>したの。,She talked back just as much.,verb
取り返す<div class="hint">take back; regain</div>,とりかえす,take back; regain,<ruby>彼<rt>かれ</rt></ruby>はチャンピオンのタイトルを <ruby>取<rt>と</rt></ruby>り <ruby>返<rt>かえ</rt></ruby>したね。,He took back the championship title.,verb
返る<div class="hint">return; go back</div>,かえる,return; go back,もう <ruby>一度<rt>いちど</rt></ruby> <ruby>原点<rt>げんてん</rt></ruby>に <ruby>返<rt>かえ</rt></ruby>って <ruby>考<rt>かんが</rt></ruby>えましょう。,Let's go back to the beginning and think again.,verb
アップ<div class="hint">close-up</div>,あっぷ,close-up,<ruby>写真<rt>しゃしん</rt></ruby>をアップで <ruby>撮<rt>と</rt></ruby>ろう。,Let's take a close-up photo.,verbal noun
借金<div class="hint">borrowing money; debt</div>,しゃっきん,borrowing money; debt,<ruby>彼<rt>かれ</rt></ruby>は <ruby>友達<rt>ともだち</rt></ruby>に <ruby>借金<rt>しゃっきん</rt></ruby>をしたんだ。,He borrowed money from his friend.,verbal noun
申し上げる<div class="hint">tell; say (humble)</div>,もうしあげる,tell; say (humble),<ruby>結果<rt>けっか</rt></ruby>を <ruby>申<rt>もう</rt></ruby>し <ruby>上<rt>あ</rt></ruby>げます。,I'll tell you the results.,verb
申す<div class="hint">say; tell (humble)</div>,もうす,say; tell (humble),<ruby>私<rt>わたくし</rt></ruby>は <ruby>鈴木<rt>すずき</rt></ruby>と <ruby>申<rt>もう</rt></ruby>します。,My name is Suzuki.,verb
申請<div class="hint">application; petition</div>,しんせい,application; petition,これからパスポートの <ruby>申請<rt>しんせい</rt></ruby>に <ruby>行<rt>い</rt></ruby>きます。,I'm going to apply for my passport now.,verbal noun
思い込む<div class="hint">assume; believe</div>,おもいこむ,assume; believe,<ruby>彼<rt>かれ</rt></ruby>はだまされたと <ruby>思<rt>おも</rt></ruby>い <ruby>込<rt>こ</rt></ruby>んでいるようです。,Apparently he believes that he's been deceived.,verb
ファン<div class="hint">fan; admirer</div>,ふぁん,fan; admirer,<ruby>彼<rt>かれ</rt></ruby>は <ruby>大<rt>だい</rt></ruby>のサッカーファンです。,He's a huge soccer fan.,noun
短期<div class="hint">short-term</div>,たんき,short-term,<ruby>明日<rt>あした</rt></ruby>から２ <ruby>週間<rt>しゅうかん</rt></ruby>、 <ruby>短期<rt>たんき</rt></ruby>のアルバイトをします。,Starting tomorrow I will have a short-term job for two weeks.,noun
後期<div class="hint">latter term; second half</div>,こうき,latter term; second half,<ruby>後期<rt>こうき</rt></ruby>の <ruby>授業<rt>じゅぎょう</rt></ruby>が <ruby>始<rt>はじ</rt></ruby>まりました。,The classes for the second term started.,noun
長期<div class="hint">long period</div>,ちょうき,long period,<ruby>今回<rt>こんかい</rt></ruby>は <ruby>長期<rt>ちょうき</rt></ruby>の <ruby>滞在<rt>たいざい</rt></ruby>です。,This time I'll stay for a long time.,noun
学期<div class="hint">school term; semester</div>,がっき,school term; semester,<ruby>新<rt>しん</rt></ruby> <ruby>学期<rt>がっき</rt></ruby>が <ruby>始<rt>はじ</rt></ruby>まったね。,A new semester has started.,noun
限り<div class="hint">limit</div>,かぎり,limit,<ruby>限<rt>かぎ</rt></ruby>りある <ruby>資源<rt>しげん</rt></ruby>を <ruby>大切<rt>たいせつ</rt></ruby>にしよう。,Let's take good care of limited resources.,noun
ケース<div class="hint">case</div>,けーす,case,このケースにはＣＤが５０ <ruby>枚<rt>まい</rt></ruby> <ruby>入<rt>はい</rt></ruby>ります。,50 CDs can fit in this case.,noun
制限<div class="hint">restriction; limit</div>,せいげん,restriction; limit,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>食事<rt>しょくじ</rt></ruby>を <ruby>制限<rt>せいげん</rt></ruby>しています。,She is restricting her diet.,verbal noun
限界<div class="hint">boundary; limit</div>,げんかい,boundary; limit,もう <ruby>我慢<rt>がまん</rt></ruby>の <ruby>限界<rt>げんかい</rt></ruby>です。,I can't take it any more.,noun
期限<div class="hint">time limit; deadline</div>,きげん,time limit; deadline,<ruby>期限<rt>きげん</rt></ruby>までに <ruby>申<rt>もう</rt></ruby>し <ruby>込<rt>こ</rt></ruby>みました。,I signed up before the deadline.,noun
無限<div class="hint">infinite; endless</div>,むげん,infinite; endless,<ruby>資源<rt>しげん</rt></ruby>は <ruby>無限<rt>むげん</rt></ruby>ではありません。,Resources are not infinite.,adjectival noun
限度<div class="hint">limit; boundary</div>,げんど,limit; boundary,<ruby>物事<rt>ものごと</rt></ruby>には <ruby>限度<rt>げんど</rt></ruby>があります。,Every matter has its limit.,noun
メーカー<div class="hint">maker; manufacturer</div>,めーかー,maker; manufacturer,<ruby>彼<rt>かれ</rt></ruby>は <ruby>靴<rt>くつ</rt></ruby>のメーカーで <ruby>働<rt>はたら</rt></ruby>いています。,He works at a shoe manufacturer.,noun
大急ぎ<div class="hint">in a great hurry</div>,おおいそぎ,in a great hurry,<ruby>大急<rt>おおいそ</rt></ruby>ぎでその <ruby>仕事<rt>しごと</rt></ruby>を <ruby>仕上<rt>しあ</rt></ruby>げたよ。,I finished up the work in a great hurry.,noun
急用<div class="hint">urgent business</div>,きゅうよう,urgent business,<ruby>彼<rt>かれ</rt></ruby>は <ruby>急用<rt>きゅうよう</rt></ruby>で <ruby>帰<rt>かえ</rt></ruby>りました。,He went home on urgent business.,noun
思い切り<div class="hint">to one's heart's content; with all one's might</div>,おもいきり,to one's heart's content; with all one's might,カラオケで <ruby>思<rt>おも</rt></ruby>い <ruby>切<rt>き</rt></ruby>り <ruby>歌<rt>うた</rt></ruby>ったの。,I sang karaoke to my heart's content.,adverb
品切れ<div class="hint">sold out</div>,しなぎれ,sold out,<ruby>牛乳<rt>ぎゅうにゅう</rt></ruby>は <ruby>品切<rt>しなぎ</rt></ruby>れだったよ。,Milk was sold out.,noun
ルール<div class="hint">rule</div>,るーる,rule,このゲームのルールは <ruby>簡単<rt>かんたん</rt></ruby>です。,The rules of this game are easy.,noun
思い切って<div class="hint">daringly; taking the plunge</div>,おもいきって,daringly; taking the plunge,<ruby>思<rt>おも</rt></ruby>い <ruby>切<rt>き</rt></ruby>って <ruby>彼<rt>かれ</rt></ruby>に <ruby>相談<rt>そうだん</rt></ruby>します。,I'll take the plunge and ask him for advice.,adverb
切れ<div class="hint">sharpness</div>,きれ,sharpness,この <ruby>包丁<rt>ほうちょう</rt></ruby>は <ruby>切<rt>き</rt></ruby>れが <ruby>良<rt>い</rt></ruby>いな。,This kitchen knife cuts well.,noun
前売り券<div class="hint">advance ticket</div>,まえうりけん,advance ticket,コンサートの <ruby>前売<rt>まえう</rt></ruby>り <ruby>券<rt>けん</rt></ruby>を <ruby>手<rt>て</rt></ruby>に <ruby>入<rt>い</rt></ruby>れたんだ。,I got an advance ticket for the concert.,noun
券<div class="hint">voucher; ticket</div>,けん,voucher; ticket,<ruby>入場<rt>にゅうじょう</rt></ruby> <ruby>券<rt>けん</rt></ruby>をお <ruby>持<rt>も</rt></ruby>ちですか。,Do you have an admission ticket?,noun
世代<div class="hint">generation</div>,せだい,generation,<ruby>私<rt>わたし</rt></ruby>は <ruby>彼<rt>かれ</rt></ruby>と <ruby>同<rt>おな</rt></ruby>じ <ruby>世代<rt>せだい</rt></ruby>です。,I am of the same generation as him.,noun
マスコミ<div class="hint">mass communication</div>,ますこみ,mass communication,<ruby>彼<rt>かれ</rt></ruby>はよくマスコミにも <ruby>登場<rt>とうじょう</rt></ruby>するね。,He often appears in the media.,noun
年代<div class="hint">generation; era</div>,ねんだい,generation; era,<ruby>私<rt>わたし</rt></ruby>と <ruby>彼<rt>かれ</rt></ruby>は <ruby>同<rt>おな</rt></ruby>じ <ruby>年代<rt>ねんだい</rt></ruby>です。,He and I are the same generation.,noun
近代<div class="hint">modern times</div>,きんだい,modern times,<ruby>近代<rt>きんだい</rt></ruby>の <ruby>技術<rt>ぎじゅつ</rt></ruby>の <ruby>発展<rt>はってん</rt></ruby>はものすごいです。,Technology development in this modern age is truly amazing.,noun
代金<div class="hint">charge; fee (in exchange for goods; etc.)</div>,だいきん,charge; fee (in exchange for goods; etc.),ここで <ruby>代金<rt>だいきん</rt></ruby>をお <ruby>支払<rt>しはら</rt></ruby>いください。,Please pay the fee here.,noun
小指<div class="hint">little finger; little toe</div>,こゆび,little finger; little toe,<ruby>小指<rt>こゆび</rt></ruby>を <ruby>切<rt>き</rt></ruby>ってしまいました。,I cut my little finger.,noun
中指<div class="hint">middle finger; middle toe</div>,なかゆび,middle finger; middle toe,<ruby>中指<rt>なかゆび</rt></ruby>をドアに <ruby>挟<rt>はさ</rt></ruby>んでしまった。,I caught my middle finger in the door.,noun
コーナー<div class="hint">section (of a store etc.); corner</div>,こーなー,section (of a store etc.); corner,バーゲンコーナーでＤＶＤを <ruby>買<rt>か</rt></ruby>いました。,I bought a DVD in the sales section.,noun
人差し指<div class="hint">index finger; forefinger</div>,ひとさしゆび,index finger; forefinger,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>人<rt>ひと</rt></ruby> <ruby>差<rt>さ</rt></ruby>し <ruby>指<rt>ゆび</rt></ruby>を <ruby>怪我<rt>けが</rt></ruby>したの。,She injured her forefinger.,noun
目指す<div class="hint">aim for</div>,めざす,aim for,<ruby>私<rt>わたし</rt></ruby>は <ruby>料理<rt>りょうり</rt></ruby> <ruby>人<rt>にん</rt></ruby>を <ruby>目指<rt>めざ</rt></ruby>しています。,I intend to become a cook.,verb
指す<div class="hint">point to; aim at</div>,さす,point to; aim at,<ruby>時計<rt>とけい</rt></ruby>が１２ <ruby>時<rt>じ</rt></ruby>を <ruby>指<rt>さ</rt></ruby>してる。,The clock is pointing to 12 o'clock.,verb
一定<div class="hint">fixed; certain</div>,いってい,fixed; certain,<ruby>申<rt>もう</rt></ruby>し <ruby>込<rt>こ</rt></ruby>むには <ruby>一定<rt>いってい</rt></ruby>の <ruby>資格<rt>しかく</rt></ruby>が <ruby>要<rt>い</rt></ruby>る。,You need certain qualifications to apply.,noun
安定<div class="hint">stability; composure</div>,あんてい,stability; composure,<ruby>彼<rt>かれ</rt></ruby>は <ruby>精神<rt>せいしん</rt></ruby>の <ruby>安定<rt>あんてい</rt></ruby>が <ruby>必要<rt>ひつよう</rt></ruby>よ。,He needs to be mentally stable.,verbal noun
マーク<div class="hint">logo</div>,まーく,logo,このブランドのマークは <ruby>可愛<rt>かわい</rt></ruby>いですね。,This brand logo is cute.,verbal noun
指定<div class="hint">designation; appointment</div>,してい,designation; appointment,<ruby>指定<rt>してい</rt></ruby>された <ruby>席<rt>せき</rt></ruby>にお <ruby>座<rt>すわ</rt></ruby>りください。,Please sit on the designated seat.,verbal noun
定期<div class="hint">regular; periodic (thing)</div>,ていき,regular; periodic (thing),<ruby>定期<rt>ていき</rt></ruby> <ruby>演奏<rt>えんそう</rt></ruby> <ruby>会<rt>かい</rt></ruby>は <ruby>年<rt>ねん</rt></ruby>に４ <ruby>回<rt>かい</rt></ruby>あります。,We have our regular concerts four times a year.,noun
定価<div class="hint">regular price</div>,ていか,regular price,この <ruby>本<rt>ほん</rt></ruby>の <ruby>定価<rt>ていか</rt></ruby>は５２５ <ruby>円<rt>えん</rt></ruby>です。,The regular price of this book is 525 yen.,noun
定員<div class="hint">capacity; fixed number (of people)</div>,ていいん,capacity; fixed number (of people),<ruby>降<rt>お</rt></ruby>りてください、 <ruby>定員<rt>ていいん</rt></ruby>オーバーです。,Please get off; we are over capacity.,noun
予習<div class="hint">preparation; previewing (a lesson)</div>,よしゅう,preparation; previewing (a lesson),<ruby>明日<rt>あした</rt></ruby>の <ruby>予習<rt>よしゅう</rt></ruby>をしましょう。,Let's prepare for tomorrow.,verbal noun
ストレス<div class="hint">stress</div>,すとれす,stress,ストレスがいろいろな <ruby>病気<rt>びょうき</rt></ruby>の <ruby>元<rt>もと</rt></ruby>になっているの。,Stress is the source of various diseases.,noun
予算<div class="hint">budget</div>,よさん,budget,<ruby>車<rt>くるま</rt></ruby>の <ruby>費用<rt>ひよう</rt></ruby>、 <ruby>予算<rt>よさん</rt></ruby>オーバーだ。,The car expenses are over budget.,noun
予報<div class="hint">forecast; prediction</div>,よほう,forecast; prediction,<ruby>予報<rt>よほう</rt></ruby>では <ruby>明日<rt>あした</rt></ruby>は <ruby>雨<rt>あめ</rt></ruby>ですね。,It will rain tomorrow according to the forecast.,verbal noun
強化<div class="hint">strengthening</div>,きょうか,strengthening,<ruby>国<rt>くに</rt></ruby>は <ruby>国語<rt>こくご</rt></ruby> <ruby>教育<rt>きょういく</rt></ruby>を <ruby>強化<rt>きょうか</rt></ruby>しています。,The government is strengthening its native language education.,verbal noun
化学<div class="hint">chemistry</div>,かがく,chemistry,<ruby>化粧<rt>けしょう</rt></ruby> <ruby>品<rt>ひん</rt></ruby>は <ruby>化学<rt>かがく</rt></ruby> <ruby>工場<rt>こうじょう</rt></ruby>で <ruby>作<rt>つく</rt></ruby>られます。,Cosmetics are made in chemical factories.,noun
消化<div class="hint">digestion</div>,しょうか,digestion,<ruby>彼<rt>かれ</rt></ruby>は <ruby>消化<rt>しょうか</rt></ruby> <ruby>不良<rt>ふりょう</rt></ruby>を <ruby>起<rt>お</rt></ruby>こしたんだ。,He had indigestion.,verbal noun
